Member_number,Date,itemDescription,Month,Year,Transaction_ID
3054,2015-02-23,frankfurter,2,2015,3054_2015-02-23
4486,2015-12-02,frankfurter,12,2015,4486_2015-12-02
1580,2015-12-05,other vegetables,12,2015,1580_2015-12-05
1623,2015-11-02,frankfurter,11,2015,1623_2015-11-02
4169,2015-11-24,milk,11,2015,4169_2015-11-24
2254,2015-01-24,frankfurter,1,2015,2254_2015-01-24
4095,2015-11-01,other vegetables,11,2015,4095_2015-11-01
1264,2015-11-17,bottled water,11,2015,1264_2015-11-17
3375,2015-01-06,pork,1,2015,3375_2015-01-06
3242,2015-05-23,bottled water,5,2015,3242_2015-05-23
2227,2015-06-07,other vegetables,6,2015,2227_2015-06-07
3847,2015-12-03,hamburger meat,12,2015,3847_2015-12-03
3897,2015-05-31,hamburger meat,5,2015,3897_2015-05-31
1799,2015-09-27,shopping bags,9,2015,1799_2015-09-27
2920,2015-04-26,milk,4,2015,2920_2015-04-26
3713,2015-01-31,ice cream,1,2015,3713_2015-01-31
4230,2015-11-05,pastry,11,2015,4230_2015-11-05
1455,2015-03-18,ham,3,2015,1455_2015-03-18
3687,2015-03-18,frankfurter,3,2015,3687_2015-03-18
3869,2015-08-01,sausage,8,2015,3869_2015-08-01
2988,2015-10-14,bottled beer,10,2015,2988_2015-10-14
4242,2015-03-30,bottled water,3,2015,4242_2015-03-30
4118,2015-12-24,meat,12,2015,4118_2015-12-24
4996,2015-10-24,dessert,10,2015,4996_2015-10-24
4489,2015-03-04,other vegetables,3,2015,4489_2015-03-04
1199,2015-11-09,beverages,11,2015,1199_2015-11-09
4108,2015-05-12,ham,5,2015,4108_2015-05-12
3484,2015-06-05,specialty bar,6,2015,3484_2015-06-05
1239,2015-08-31,brown bread,8,2015,1239_2015-08-31
4839,2015-12-19,milk,12,2015,4839_2015-12-19
4748,2015-05-07,rolls/buns,5,2015,4748_2015-05-07
4426,2015-06-06,bottled beer,6,2015,4426_2015-06-06
3571,2015-12-11,pet care,12,2015,3571_2015-12-11
2852,2015-06-08,citrus fruit,6,2015,2852_2015-06-08
3638,2015-05-26,pork,5,2015,3638_2015-05-26
3635,2015-03-10,other vegetables,3,2015,3635_2015-03-10
2723,2015-05-07,white wine,5,2015,2723_2015-05-07
3495,2015-03-11,milk,3,2015,3495_2015-03-11
2813,2015-11-16,pip fruit,11,2015,2813_2015-11-16
2799,2015-09-02,sugar,9,2015,2799_2015-09-02
4723,2015-05-22,tropical fruit,5,2015,4723_2015-05-22
3313,2015-04-08,root vegetables,4,2015,3313_2015-04-08
4748,2015-12-15,soda,12,2015,4748_2015-12-15
2991,2015-02-16,milk,2,2015,2991_2015-02-16
1483,2015-04-01,tropical fruit,4,2015,1483_2015-04-01
3950,2015-10-01,white bread,10,2015,3950_2015-10-01
1634,2015-01-16,brown bread,1,2015,1634_2015-01-16
2694,2015-11-21,tropical fruit,11,2015,2694_2015-11-21
2707,2015-10-18,domestic eggs,10,2015,2707_2015-10-18
2813,2015-07-16,coffee,7,2015,2813_2015-07-16
2276,2015-01-11,soda,1,2015,2276_2015-01-11
4726,2015-02-06,milk,2,2015,4726_2015-02-06
4353,2015-05-25,bottled beer,5,2015,4353_2015-05-25
4017,2015-08-13,pork,8,2015,4017_2015-08-13
1422,2015-08-21,other vegetables,8,2015,1422_2015-08-21
2714,2015-03-15,yogurt,3,2015,2714_2015-03-15
2769,2015-07-21,sparkling wine,7,2015,2769_2015-07-21
4166,2015-04-30,bottled water,4,2015,4166_2015-04-30
3614,2015-03-02,citrus fruit,3,2015,3614_2015-03-02
4361,2015-09-05,hamburger meat,9,2015,4361_2015-09-05
1922,2015-09-22,packaged fruit/vegetables,9,2015,1922_2015-09-22
4728,2015-09-06,other vegetables,9,2015,4728_2015-09-06
3646,2015-08-08,soda,8,2015,3646_2015-08-08
1155,2015-08-10,milk,8,2015,1155_2015-08-10
2119,2015-06-11,herbs,6,2015,2119_2015-06-11
1602,2015-08-29,citrus fruit,8,2015,1602_2015-08-29
1074,2015-06-24,misc. beverages,6,2015,1074_2015-06-24
2256,2015-04-11,female sanitary products,4,2015,2256_2015-04-11
1348,2015-09-17,soda,9,2015,1348_2015-09-17
3806,2015-08-28,tropical fruit,8,2015,3806_2015-08-28
1711,2015-06-06,soda,6,2015,1711_2015-06-06
3959,2015-04-12,white bread,4,2015,3959_2015-04-12
1590,2015-08-15,coffee,8,2015,1590_2015-08-15
1962,2015-06-08,tropical fruit,6,2015,1962_2015-06-08
1766,2015-01-21,pork,1,2015,1766_2015-01-21
2551,2015-10-21,citrus fruit,10,2015,2551_2015-10-21
2294,2015-09-23,frankfurter,9,2015,2294_2015-09-23
4531,2015-05-29,frankfurter,5,2015,4531_2015-05-29
2957,2015-04-12,frankfurter,4,2015,2957_2015-04-12
4415,2015-01-27,other vegetables,1,2015,4415_2015-01-27
1476,2015-08-26,yogurt,8,2015,1476_2015-08-26
3978,2015-07-23,sausage,7,2015,3978_2015-07-23
2062,2015-09-22,milk,9,2015,2062_2015-09-22
3252,2015-06-28,pip fruit,6,2015,3252_2015-06-28
3922,2015-06-24,milk,6,2015,3922_2015-06-24
1491,2015-10-17,root vegetables,10,2015,1491_2015-10-17
3526,2015-08-26,onions,8,2015,3526_2015-08-26
4060,2015-12-11,specialty chocolate,12,2015,4060_2015-12-11
1067,2015-04-08,hamburger meat,4,2015,1067_2015-04-08
2840,2015-01-27,photo/film,1,2015,2840_2015-01-27
4484,2015-11-27,rolls/buns,11,2015,4484_2015-11-27
2353,2015-02-07,canned beer,2,2015,2353_2015-02-07
3130,2015-02-18,canned beer,2,2015,3130_2015-02-18
4273,2015-06-14,other vegetables,6,2015,4273_2015-06-14
4565,2015-12-30,canned beer,12,2015,4565_2015-12-30
2504,2015-08-14,curd,8,2015,2504_2015-08-14
4127,2015-10-23,butter,10,2015,4127_2015-10-23
2690,2015-04-01,other vegetables,4,2015,2690_2015-04-01
4129,2015-09-22,milk,9,2015,4129_2015-09-22
4511,2015-06-29,beef,6,2015,4511_2015-06-29
1602,2015-08-04,sausage,8,2015,1602_2015-08-04
4369,2015-02-01,soda,2,2015,4369_2015-02-01
1302,2015-09-29,fruit/vegetable juice,9,2015,1302_2015-09-29
3326,2015-04-30,rolls/buns,4,2015,3326_2015-04-30
2066,2015-05-21,pip fruit,5,2015,2066_2015-05-21
3483,2015-01-15,frozen vegetables,1,2015,3483_2015-01-15
2840,2015-02-12,beverages,2,2015,2840_2015-02-12
1807,2015-05-18,hamburger meat,5,2015,1807_2015-05-18
2067,2015-08-12,root vegetables,8,2015,2067_2015-08-12
3783,2015-02-17,canned beer,2,2015,3783_2015-02-17
2884,2015-01-04,frozen vegetables,1,2015,2884_2015-01-04
2908,2015-03-15,canned beer,3,2015,2908_2015-03-15
1330,2015-07-10,newspapers,7,2015,1330_2015-07-10
2293,2015-05-08,rolls/buns,5,2015,2293_2015-05-08
3718,2015-05-20,hamburger meat,5,2015,3718_2015-05-20
4338,2015-01-25,pip fruit,1,2015,4338_2015-01-25
3486,2015-11-08,canned beer,11,2015,3486_2015-11-08
3635,2015-09-04,grapes,9,2015,3635_2015-09-04
2857,2015-02-18,root vegetables,2,2015,2857_2015-02-18
3684,2015-08-13,citrus fruit,8,2015,3684_2015-08-13
3120,2015-10-20,cling film/bags,10,2015,3120_2015-10-20
3872,2015-03-19,frankfurter,3,2015,3872_2015-03-19
2777,2015-04-07,milk,4,2015,2777_2015-04-07
2702,2015-05-27,pork,5,2015,2702_2015-05-27
4796,2015-06-29,chicken,6,2015,4796_2015-06-29
1564,2015-10-23,sausage,10,2015,1564_2015-10-23
2740,2015-07-02,specialty bar,7,2015,2740_2015-07-02
1833,2015-04-13,whipped/sour cream,4,2015,1833_2015-04-13
1757,2015-12-23,root vegetables,12,2015,1757_2015-12-23
2975,2015-10-24,rolls/buns,10,2015,2975_2015-10-24
4032,2015-08-10,other vegetables,8,2015,4032_2015-08-10
3979,2015-09-16,citrus fruit,9,2015,3979_2015-09-16
3772,2015-03-09,milk,3,2015,3772_2015-03-09
4523,2015-10-28,frankfurter,10,2015,4523_2015-10-28
4004,2015-04-19,coffee,4,2015,4004_2015-04-19
2936,2015-06-08,ham,6,2015,2936_2015-06-08
2394,2015-06-21,canned beer,6,2015,2394_2015-06-21
4616,2015-08-16,canned beer,8,2015,4616_2015-08-16
2362,2015-07-08,canned beer,7,2015,2362_2015-07-08
3593,2015-11-03,pip fruit,11,2015,3593_2015-11-03
4389,2015-08-27,pork,8,2015,4389_2015-08-27
3206,2015-08-11,soap,8,2015,3206_2015-08-11
4601,2015-01-04,pip fruit,1,2015,4601_2015-01-04
4382,2015-11-13,beef,11,2015,4382_2015-11-13
2718,2015-06-08,sausage,6,2015,2718_2015-06-08
4691,2015-10-12,frozen chicken,10,2015,4691_2015-10-12
3735,2015-11-28,soda,11,2015,3735_2015-11-28
3900,2015-12-20,tropical fruit,12,2015,3900_2015-12-20
4959,2015-06-30,other vegetables,6,2015,4959_2015-06-30
1815,2015-08-30,beef,8,2015,1815_2015-08-30
2454,2015-04-08,meat,4,2015,2454_2015-04-08
4778,2015-01-15,meat,1,2015,4778_2015-01-15
2289,2015-11-04,bottled water,11,2015,2289_2015-11-04
1734,2015-07-13,rolls/buns,7,2015,1734_2015-07-13
4019,2015-02-05,pastry,2,2015,4019_2015-02-05
4605,2015-05-28,pork,5,2015,4605_2015-05-28
4864,2015-11-14,pip fruit,11,2015,4864_2015-11-14
4205,2015-02-22,beef,2,2015,4205_2015-02-22
1862,2015-08-03,beef,8,2015,1862_2015-08-03
1846,2015-07-19,rolls/buns,7,2015,1846_2015-07-19
2019,2015-05-28,citrus fruit,5,2015,2019_2015-05-28
2042,2015-11-19,meat,11,2015,2042_2015-11-19
1768,2015-05-26,beverages,5,2015,1768_2015-05-26
3847,2015-03-26,beef,3,2015,3847_2015-03-26
3557,2015-07-20,ham,7,2015,3557_2015-07-20
3975,2015-02-27,hamburger meat,2,2015,3975_2015-02-27
4198,2015-03-18,beef,3,2015,4198_2015-03-18
2580,2015-09-04,beef,9,2015,2580_2015-09-04
3474,2015-08-25,root vegetables,8,2015,3474_2015-08-25
1678,2015-11-14,citrus fruit,11,2015,1678_2015-11-14
4254,2015-08-14,yogurt,8,2015,4254_2015-08-14
4704,2015-08-21,tropical fruit,8,2015,4704_2015-08-21
3343,2015-05-10,frankfurter,5,2015,3343_2015-05-10
3812,2015-06-24,beef,6,2015,3812_2015-06-24
3093,2015-03-13,shopping bags,3,2015,3093_2015-03-13
2170,2015-06-18,canned beer,6,2015,2170_2015-06-18
4867,2015-10-29,rolls/buns,10,2015,4867_2015-10-29
3899,2015-03-23,other vegetables,3,2015,3899_2015-03-23
2941,2015-10-03,hamburger meat,10,2015,2941_2015-10-03
1958,2015-07-03,hamburger meat,7,2015,1958_2015-07-03
2760,2015-08-08,frankfurter,8,2015,2760_2015-08-08
4413,2015-08-03,bottled beer,8,2015,4413_2015-08-03
1737,2015-05-15,tropical fruit,5,2015,1737_2015-05-15
4202,2015-02-18,soda,2,2015,4202_2015-02-18
1065,2015-11-13,frankfurter,11,2015,1065_2015-11-13
3819,2015-06-28,chicken,6,2015,3819_2015-06-28
2854,2015-02-08,coffee,2,2015,2854_2015-02-08
4387,2015-09-16,milk,9,2015,4387_2015-09-16
4530,2015-04-12,margarine,4,2015,4530_2015-04-12
4191,2015-11-03,tropical fruit,11,2015,4191_2015-11-03
3102,2015-12-04,meat,12,2015,3102_2015-12-04
1946,2015-01-25,cream cheese ,1,2015,1946_2015-01-25
2156,2015-05-15,newspapers,5,2015,2156_2015-05-15
1444,2015-12-16,rolls/buns,12,2015,1444_2015-12-16
1699,2015-05-14,citrus fruit,5,2015,1699_2015-05-14
4954,2015-05-04,milk,5,2015,4954_2015-05-04
2207,2015-04-08,frankfurter,4,2015,2207_2015-04-08
4826,2015-01-28,ham,1,2015,4826_2015-01-28
2374,2015-06-08,frankfurter,6,2015,2374_2015-06-08
1604,2015-08-18,sausage,8,2015,1604_2015-08-18
4437,2015-11-29,domestic eggs,11,2015,4437_2015-11-29
2319,2015-05-10,milk,5,2015,2319_2015-05-10
3018,2015-06-27,rolls/buns,6,2015,3018_2015-06-27
1195,2015-09-28,milk,9,2015,1195_2015-09-28
1768,2015-09-04,sausage,9,2015,1768_2015-09-04
3017,2015-09-28,curd,9,2015,3017_2015-09-28
3384,2015-11-29,bottled water,11,2015,3384_2015-11-29
1918,2015-01-30,beef,1,2015,1918_2015-01-30
2524,2015-10-17,frankfurter,10,2015,2524_2015-10-17
2798,2015-06-17,chicken,6,2015,2798_2015-06-17
2096,2015-01-25,sausage,1,2015,2096_2015-01-25
1489,2015-03-13,pork,3,2015,1489_2015-03-13
1431,2015-07-20,yogurt,7,2015,1431_2015-07-20
2747,2015-07-05,milk,7,2015,2747_2015-07-05
3054,2015-03-22,frankfurter,3,2015,3054_2015-03-22
2691,2015-10-09,beef,10,2015,2691_2015-10-09
1752,2015-04-19,pip fruit,4,2015,1752_2015-04-19
3027,2015-09-15,sausage,9,2015,3027_2015-09-15
4452,2015-06-17,pastry,6,2015,4452_2015-06-17
4129,2015-08-13,chicken,8,2015,4129_2015-08-13
3523,2015-11-09,root vegetables,11,2015,3523_2015-11-09
2128,2015-02-11,milk,2,2015,2128_2015-02-11
4867,2015-02-03,detergent,2,2015,4867_2015-02-03
4762,2015-10-30,rolls/buns,10,2015,4762_2015-10-30
1632,2015-05-29,house keeping products,5,2015,1632_2015-05-29
4018,2015-11-17,yogurt,11,2015,4018_2015-11-17
1722,2015-07-13,tropical fruit,7,2015,1722_2015-07-13
1438,2015-10-19,tropical fruit,10,2015,1438_2015-10-19
3958,2015-10-27,curd,10,2015,3958_2015-10-27
3292,2015-09-13,beef,9,2015,3292_2015-09-13
2861,2015-02-23,milk,2,2015,2861_2015-02-23
1757,2015-02-24,pork,2,2015,1757_2015-02-24
1509,2015-12-30,other vegetables,12,2015,1509_2015-12-30
2364,2015-05-11,rolls/buns,5,2015,2364_2015-05-11
3084,2015-10-26,frankfurter,10,2015,3084_2015-10-26
1850,2015-02-17,yogurt,2,2015,1850_2015-02-17
1949,2015-03-17,milk,3,2015,1949_2015-03-17
4740,2015-10-02,bottled water,10,2015,4740_2015-10-02
1072,2015-10-23,frankfurter,10,2015,1072_2015-10-23
4196,2015-07-09,rolls/buns,7,2015,4196_2015-07-09
4814,2015-09-13,milk,9,2015,4814_2015-09-13
1514,2015-02-28,rolls/buns,2,2015,1514_2015-02-28
4584,2015-10-25,chicken,10,2015,4584_2015-10-25
2751,2015-02-03,tropical fruit,2,2015,2751_2015-02-03
4155,2015-09-24,sausage,9,2015,4155_2015-09-24
4670,2015-10-11,sausage,10,2015,4670_2015-10-11
4566,2015-07-27,frankfurter,7,2015,4566_2015-07-27
2371,2015-08-30,UHT-milk,8,2015,2371_2015-08-30
3442,2015-11-14,rolls/buns,11,2015,3442_2015-11-14
3090,2015-09-27,canned beer,9,2015,3090_2015-09-27
1457,2015-01-09,yogurt,1,2015,1457_2015-01-09
4952,2015-04-08,whipped/sour cream,4,2015,4952_2015-04-08
3165,2015-01-11,rolls/buns,1,2015,3165_2015-01-11
2608,2015-09-19,rolls/buns,9,2015,2608_2015-09-19
2040,2015-10-07,beverages,10,2015,2040_2015-10-07
1327,2015-08-09,rolls/buns,8,2015,1327_2015-08-09
3363,2015-01-07,rolls/buns,1,2015,3363_2015-01-07
1731,2015-09-09,bottled beer,9,2015,1731_2015-09-09
2760,2015-08-02,citrus fruit,8,2015,2760_2015-08-02
3120,2015-01-14,bottled water,1,2015,3120_2015-01-14
1332,2015-04-30,pastry,4,2015,1332_2015-04-30
4530,2015-09-12,domestic eggs,9,2015,4530_2015-09-12
3145,2015-02-23,beef,2,2015,3145_2015-02-23
1099,2015-08-13,spread cheese,8,2015,1099_2015-08-13
3188,2015-12-06,tropical fruit,12,2015,3188_2015-12-06
3748,2015-10-13,packaged fruit/vegetables,10,2015,3748_2015-10-13
4655,2015-03-31,milk,3,2015,4655_2015-03-31
1827,2015-05-01,meat,5,2015,1827_2015-05-01
2485,2015-02-17,onions,2,2015,2485_2015-02-17
4683,2015-01-15,frankfurter,1,2015,4683_2015-01-15
4358,2015-11-06,beef,11,2015,4358_2015-11-06
1931,2015-10-09,beef,10,2015,1931_2015-10-09
2490,2015-12-18,sausage,12,2015,2490_2015-12-18
4842,2015-12-08,chicken,12,2015,4842_2015-12-08
4616,2015-01-01,canned beer,1,2015,4616_2015-01-01
2810,2015-09-22,sausage,9,2015,2810_2015-09-22
2785,2015-10-18,tropical fruit,10,2015,2785_2015-10-18
3591,2015-07-20,frankfurter,7,2015,3591_2015-07-20
3896,2015-09-10,sausage,9,2015,3896_2015-09-10
3842,2015-07-01,beef,7,2015,3842_2015-07-01
2648,2015-07-10,tropical fruit,7,2015,2648_2015-07-10
4688,2015-10-02,yogurt,10,2015,4688_2015-10-02
3511,2015-08-26,frankfurter,8,2015,3511_2015-08-26
3084,2015-09-04,bottled beer,9,2015,3084_2015-09-04
3810,2015-05-07,grapes,5,2015,3810_2015-05-07
4348,2015-02-26,beverages,2,2015,4348_2015-02-26
3584,2015-03-10,curd,3,2015,3584_2015-03-10
2620,2015-06-11,ice cream,6,2015,2620_2015-06-11
2716,2015-01-18,sausage,1,2015,2716_2015-01-18
3797,2015-08-10,other vegetables,8,2015,3797_2015-08-10
2976,2015-06-02,dessert,6,2015,2976_2015-06-02
2762,2015-11-07,decalcifier,11,2015,2762_2015-11-07
3752,2015-04-25,canned beer,4,2015,3752_2015-04-25
1659,2015-11-30,coffee,11,2015,1659_2015-11-30
4109,2015-02-08,berries,2,2015,4109_2015-02-08
1542,2015-08-07,pork,8,2015,1542_2015-08-07
2068,2015-06-07,frankfurter,6,2015,2068_2015-06-07
4509,2015-06-14,pork,6,2015,4509_2015-06-14
4646,2015-06-14,frankfurter,6,2015,4646_2015-06-14
2122,2015-04-07,frozen dessert,4,2015,2122_2015-04-07
2730,2015-06-15,chicken,6,2015,2730_2015-06-15
1800,2015-07-31,vinegar,7,2015,1800_2015-07-31
1456,2015-09-18,rolls/buns,9,2015,1456_2015-09-18
1138,2015-09-02,milk,9,2015,1138_2015-09-02
4104,2015-06-12,pork,6,2015,4104_2015-06-12
4985,2015-02-28,rolls/buns,2,2015,4985_2015-02-28
3181,2015-12-13,grapes,12,2015,3181_2015-12-13
3178,2015-10-21,frankfurter,10,2015,3178_2015-10-21
1688,2015-11-10,finished products,11,2015,1688_2015-11-10
1488,2015-11-28,onions,11,2015,1488_2015-11-28
4975,2015-05-08,tropical fruit,5,2015,4975_2015-05-08
4697,2015-01-09,other vegetables,1,2015,4697_2015-01-09
4742,2015-01-11,ham,1,2015,4742_2015-01-11
2640,2015-04-22,other vegetables,4,2015,2640_2015-04-22
2548,2015-12-25,curd,12,2015,2548_2015-12-25
2825,2015-12-29,sausage,12,2015,2825_2015-12-29
2592,2015-07-04,canned beer,7,2015,2592_2015-07-04
3622,2015-12-28,ham,12,2015,3622_2015-12-28
4852,2015-08-21,packaged fruit/vegetables,8,2015,4852_2015-08-21
1839,2015-09-03,meat,9,2015,1839_2015-09-03
2413,2015-04-04,milk,4,2015,2413_2015-04-04
2982,2015-06-14,canned beer,6,2015,2982_2015-06-14
1981,2015-10-31,chicken,10,2015,1981_2015-10-31
4440,2015-09-21,rolls/buns,9,2015,4440_2015-09-21
3497,2015-11-24,pet care,11,2015,3497_2015-11-24
3668,2015-12-18,root vegetables,12,2015,3668_2015-12-18
4460,2015-05-28,pastry,5,2015,4460_2015-05-28
1335,2015-01-16,frankfurter,1,2015,1335_2015-01-16
4303,2015-12-07,chicken,12,2015,4303_2015-12-07
3508,2015-02-28,frozen dessert,2,2015,3508_2015-02-28
1959,2015-03-19,citrus fruit,3,2015,1959_2015-03-19
3856,2015-03-06,sausage,3,2015,3856_2015-03-06
3141,2015-07-29,root vegetables,7,2015,3141_2015-07-29
4640,2015-09-25,root vegetables,9,2015,4640_2015-09-25
4851,2015-05-25,bottled beer,5,2015,4851_2015-05-25
3306,2015-09-22,frankfurter,9,2015,3306_2015-09-22
2193,2015-04-08,root vegetables,4,2015,2193_2015-04-08
1156,2015-09-13,berries,9,2015,1156_2015-09-13
4596,2015-04-08,hamburger meat,4,2015,4596_2015-04-08
1245,2015-10-08,tropical fruit,10,2015,1245_2015-10-08
1515,2015-07-05,frankfurter,7,2015,1515_2015-07-05
2564,2015-07-14,frankfurter,7,2015,2564_2015-07-14
4527,2015-10-18,soda,10,2015,4527_2015-10-18
2487,2015-07-09,ice cream,7,2015,2487_2015-07-09
3420,2015-02-27,beef,2,2015,3420_2015-02-27
4442,2015-11-28,milk,11,2015,4442_2015-11-28
3164,2015-04-30,pork,4,2015,3164_2015-04-30
3601,2015-04-01,milk,4,2015,3601_2015-04-01
3176,2015-05-25,bottled beer,5,2015,3176_2015-05-25
2568,2015-07-22,pork,7,2015,2568_2015-07-22
1856,2015-10-26,root vegetables,10,2015,1856_2015-10-26
3859,2015-09-30,canned beer,9,2015,3859_2015-09-30
1668,2015-08-21,citrus fruit,8,2015,1668_2015-08-21
4499,2015-08-23,pip fruit,8,2015,4499_2015-08-23
1753,2015-08-21,root vegetables,8,2015,1753_2015-08-21
3829,2015-06-25,tropical fruit,6,2015,3829_2015-06-25
4825,2015-01-08,beef,1,2015,4825_2015-01-08
3694,2015-11-10,chicken,11,2015,3694_2015-11-10
4147,2015-01-02,citrus fruit,1,2015,4147_2015-01-02
2196,2015-10-09,meat,10,2015,2196_2015-10-09
2229,2015-05-22,cream cheese ,5,2015,2229_2015-05-22
4724,2015-09-03,citrus fruit,9,2015,4724_2015-09-03
3066,2015-10-11,specialty bar,10,2015,3066_2015-10-11
1120,2015-06-08,meat,6,2015,1120_2015-06-08
4769,2015-08-22,citrus fruit,8,2015,4769_2015-08-22
4711,2015-09-17,frankfurter,9,2015,4711_2015-09-17
2391,2015-06-22,citrus fruit,6,2015,2391_2015-06-22
1216,2015-03-04,turkey,3,2015,1216_2015-03-04
3154,2015-05-14,citrus fruit,5,2015,3154_2015-05-14
3911,2015-07-30,sausage,7,2015,3911_2015-07-30
3111,2015-10-15,newspapers,10,2015,3111_2015-10-15
1385,2015-11-26,milk,11,2015,1385_2015-11-26
1158,2015-03-21,yogurt,3,2015,1158_2015-03-21
2733,2015-07-22,yogurt,7,2015,2733_2015-07-22
4999,2015-12-26,bottled water,12,2015,4999_2015-12-26
2882,2015-06-12,berries,6,2015,2882_2015-06-12
2590,2015-06-25,packaged fruit/vegetables,6,2015,2590_2015-06-25
4249,2015-08-04,frankfurter,8,2015,4249_2015-08-04
3012,2015-05-03,nuts/prunes,5,2015,3012_2015-05-03
1533,2015-11-07,citrus fruit,11,2015,1533_2015-11-07
1667,2015-01-12,beef,1,2015,1667_2015-01-12
4323,2015-05-13,milk,5,2015,4323_2015-05-13
2087,2015-02-22,other vegetables,2,2015,2087_2015-02-22
1853,2015-05-31,beef,5,2015,1853_2015-05-31
2157,2015-10-29,fish,10,2015,2157_2015-10-29
1136,2015-10-29,other vegetables,10,2015,1136_2015-10-29
2049,2015-10-07,tropical fruit,10,2015,2049_2015-10-07
3122,2015-05-02,coffee,5,2015,3122_2015-05-02
2245,2015-05-15,sausage,5,2015,2245_2015-05-15
4746,2015-10-18,meat,10,2015,4746_2015-10-18
4224,2015-02-24,chicken,2,2015,4224_2015-02-24
4219,2015-03-19,berries,3,2015,4219_2015-03-19
2641,2015-01-01,frozen meals,1,2015,2641_2015-01-01
3173,2015-07-25,whipped/sour cream,7,2015,3173_2015-07-25
2191,2015-10-19,beef,10,2015,2191_2015-10-19
4212,2015-04-07,chicken,4,2015,4212_2015-04-07
1902,2015-12-01,chicken,12,2015,1902_2015-12-01
1347,2015-03-27,beef,3,2015,1347_2015-03-27
1578,2015-06-23,packaged fruit/vegetables,6,2015,1578_2015-06-23
1264,2015-11-23,sugar,11,2015,1264_2015-11-23
4632,2015-09-30,frankfurter,9,2015,4632_2015-09-30
3452,2015-11-01,berries,11,2015,3452_2015-11-01
4822,2015-02-10,bottled water,2,2015,4822_2015-02-10
3987,2015-06-18,sausage,6,2015,3987_2015-06-18
1672,2015-10-07,milk,10,2015,1672_2015-10-07
4864,2015-12-01,ice cream,12,2015,4864_2015-12-01
3368,2015-03-09,frankfurter,3,2015,3368_2015-03-09
1283,2015-09-22,root vegetables,9,2015,1283_2015-09-22
4428,2015-06-28,sausage,6,2015,4428_2015-06-28
2577,2015-10-25,sausage,10,2015,2577_2015-10-25
1973,2015-10-24,beef,10,2015,1973_2015-10-24
3284,2015-01-23,fruit/vegetable juice,1,2015,3284_2015-01-23
1905,2015-05-19,sugar,5,2015,1905_2015-05-19
2226,2015-03-09,berries,3,2015,2226_2015-03-09
1932,2015-09-04,yogurt,9,2015,1932_2015-09-04
4506,2015-08-11,pork,8,2015,4506_2015-08-11
1843,2015-11-27,bottled beer,11,2015,1843_2015-11-27
3973,2015-07-27,curd,7,2015,3973_2015-07-27
1651,2015-07-28,beef,7,2015,1651_2015-07-28
3997,2015-10-12,pork,10,2015,3997_2015-10-12
4796,2015-08-25,white bread,8,2015,4796_2015-08-25
1245,2015-09-24,grapes,9,2015,1245_2015-09-24
3579,2015-08-17,potato products,8,2015,3579_2015-08-17
4387,2015-02-10,root vegetables,2,2015,4387_2015-02-10
2496,2015-06-29,chicken,6,2015,2496_2015-06-29
3590,2015-03-28,chicken,3,2015,3590_2015-03-28
2890,2015-04-26,fish,4,2015,2890_2015-04-26
1401,2015-01-27,canned beer,1,2015,1401_2015-01-27
3297,2015-05-21,other vegetables,5,2015,3297_2015-05-21
2867,2015-12-23,chicken,12,2015,2867_2015-12-23
1365,2015-05-20,other vegetables,5,2015,1365_2015-05-20
2355,2015-07-24,tropical fruit,7,2015,2355_2015-07-24
1170,2015-03-19,milk,3,2015,1170_2015-03-19
3554,2015-03-21,beef,3,2015,3554_2015-03-21
4171,2015-01-26,sausage,1,2015,4171_2015-01-26
3963,2015-09-17,milk,9,2015,3963_2015-09-17
3076,2015-12-08,rolls/buns,12,2015,3076_2015-12-08
1629,2015-05-17,citrus fruit,5,2015,1629_2015-05-17
1366,2015-05-30,milk,5,2015,1366_2015-05-30
3677,2015-07-29,pastry,7,2015,3677_2015-07-29
2844,2015-05-21,tropical fruit,5,2015,2844_2015-05-21
